BSB Number,Account Number,Transaction Date,Narration,Cheque Number,Debit,Credit,Balance,Transaction Type
999-999,999993,26/09/2022,tax,,-17.342000000000002,,-470.49600000000004,WDL
999-999,999993,26/09/2022,TELSTRA,,-5.2026,,-453.15400000000005,WDL
999-999,999993,26/09/2022,laptop,,-13.572,,-447.95140000000004,WDL
999-999,999993,26/09/2022,TELSTRA,,-6.597499999999999,,-434.3794,WDL
999-999,999993,26/09/2022,Repay,,-6.409,,-427.78190000000006,WDL
999-999,999993,26/09/2022,game,,-7.54,,-421.3729,WDL
999-999,999993,26/09/2022,Amart,,-9.048,,-413.83290000000005,WDL
999-999,999993,19/09/2022,Repay,,-34.337160000000004,,-404.78490000000005,WDL
999-999,999993,19/09/2022,Amart,,-4.1093,,-370.44774,WDL
999-999,999993,13/09/2022,Repay,,-6.786,,-366.33844000000005,WDL
999-999,999993,13/09/2022,laptop,,-6.032,,-359.55244,WDL
999-999,999993,13/09/2022,salary,,-6.032,,-353.52044,WDL
999-999,999993,13/09/2022,birthday,,-16.5503,,-347.48844,WDL
999-999,999993,13/09/2022,internet,,-1.89631,,-330.93814000000003,WDL
999-999,999993,13/09/2022,investment,,-1.508,,-329.04183,WDL
999-999,999993,13/09/2022,transfer,,-1.508,,-327.53383,WDL
999-999,999993,13/09/2022,TELSTRA,,-56.92699999999999,,-326.02583,WDL
999-999,999993,13/09/2022,paypal,,-59.78089,,-269.09882999999996,WDL
999-999,999993,13/09/2022,car,,-14.318459999999998,,-209.31794,WDL
999-999,999993,13/09/2022,transfer,,-7.144149999999999,,-194.99948,WDL
999-999,999993,12/09/2022,paypal,,-13.775580000000001,,-187.85533,WDL
999-999,999993,12/09/2022,investment,,-16.071510000000004,,-174.07975000000002,WDL
999-999,999993,12/09/2022,electricity,,-5.81711,,-158.00824,WDL
999-999,999993,12/09/2022,investment,,-11.32508,,-152.19113,WDL
999-999,999993,12/09/2022,movie,,-4.901,,-140.86605,WDL
999-999,999993,12/09/2022,birthday,,-8.652149999999999,,-135.96505,WDL
999-999,999993,12/09/2022,internet,,-4.6371,,-127.3129,WDL
999-999,999993,12/09/2022,internet,,-7.54,,-122.6758,WDL
999-999,999993,12/09/2022,food,,-6.032,,-115.13579999999999,WDL
999-999,999993,12/09/2022,movie,,-9.424999999999999,,-109.10379999999999,WDL
999-999,999993,12/09/2022,IOD,,-9.424999999999999,,-99.6788,WDL
999-999,999993,12/09/2022,investment,,-11.31,,-90.25380000000001,WDL
999-999,999993,12/09/2022,game,,-4.524,,-78.9438,WDL
999-999,999993,12/09/2022,alcohol,,-10.08475,,-74.41980000000001,WDL
999-999,999993,09/09/2022,movie,,-10.6691,,-64.33505,WDL
999-999,999993,09/09/2022,movie,,-45.22115,,-53.66595,WDL
999-999,999993,05/09/2022,food,,-3.393,,-8.444799999999999,WDL
999-999,999993,05/09/2022,internet,,-5.0518,,-5.0518,WDL
999-999,999993,31/08/2022,TRAVEL,,,614.0802199999999,0,DEP
999-999,999993,31/08/2022,payoff,,-23.826400000000003,,-614.0802199999999,WDL
999-999,999993,29/08/2022,payoff,,-8.4825,,-590.25382,WDL
999-999,999993,29/08/2022,alcohol,,-7.54,,-581.7713200000001,WDL
999-999,999993,29/08/2022,birthday,,-3.016,,-574.23132,WDL
999-999,999993,29/08/2022,transfer,,-15.834,,-571.21532,WDL
999-999,999993,29/08/2022,fuel,,-15.6455,,-555.3813200000001,WDL
999-999,999993,29/08/2022,tax,,-3.1668000000000003,,-539.73582,WDL
999-999,999993,26/08/2022,car,,-26.00923,,-536.56902,WDL
999-999,999993,24/08/2022,game,,-219.5648,,-510.55979,WDL
999-999,999993,22/08/2022,Amart,,-75.39999999999999,,-290.99499000000003,WDL
999-999,999993,22/08/2022,fuel,,-65.975,,-215.59499000000002,WDL
999-999,999993,22/08/2022,movie,,-18.849999999999998,,-149.61999,WDL
999-999,999993,22/08/2022,BARBER,,-9.17995,,-130.76999,WDL
999-999,999993,22/08/2022,TRAVEL,,-3.82655,,-121.59003999999999,WDL
999-999,999993,22/08/2022,rent,,-3.0612399999999997,,-117.76348999999999,WDL
999-999,999993,22/08/2022,transfer,,-3.82655,,-114.70225,WDL
999-999,999993,22/08/2022,Repay,,-7.6531,,-110.87570000000001,WDL
999-999,999993,22/08/2022,electricity,,-3.82655,,-103.2226,WDL
999-999,999993,22/08/2022,INTEREST,,-8.41841,,-99.39604999999999,WDL
999-999,999993,22/08/2022,car,,-3.82655,,-90.97764,WDL
999-999,999993,22/08/2022,INTEREST,,-5.7567900000000005,,-87.15109,WDL
999-999,999993,22/08/2022,salary,,-16.965,,-81.3943,WDL
999-999,999993,16/08/2022,tax,,-1.2064000000000001,,-64.4293,WDL
999-999,999993,15/08/2022,alcohol,,-4.147,,-63.222899999999996,WDL
999-999,999993,15/08/2022,movie,,-3.7323000000000004,,-59.0759,WDL
999-999,999993,15/08/2022,Repay,,-7.464600000000001,,-55.34360000000001,WDL
999-999,999993,10/08/2022,alcohol,,-47.879000000000005,,-47.879000000000005,WDL
999-999,999993,04/08/2022,TELSTRA,,-1.8095999999999999,,0,WDL
999-999,999993,04/08/2022,birthday,,-3.77,,1.8095999999999999,WDL
999-999,999993,03/08/2022,INTEREST,,,324.83450999999997,5.5796,DEP
999-999,999993,03/08/2022,movie,,-49.6886,,-319.25491,WDL
999-999,999993,02/08/2022,transfer,,-32.045,,-269.56631,WDL
999-999,999993,02/08/2022,Repay,,-3.393,,-237.52130999999997,WDL
999-999,999993,02/08/2022,car,,-9.424999999999999,,-234.12831,WDL
999-999,999993,02/08/2022,fuel,,-14.326,,-224.70331000000002,WDL
999-999,999993,02/08/2022,INTEREST,,-12.818,,-210.37730999999997,WDL
999-999,999993,02/08/2022,TELSTRA,,-3.4684,,-197.55930999999998,WDL
999-999,999993,02/08/2022,car,,-4.70496,,-194.09091,WDL
999-999,999993,01/08/2022,food,,-24.938550000000003,,-189.38595,WDL
999-999,999993,01/08/2022,alcohol,,-15.260959999999999,,-164.44740000000002,WDL
999-999,999993,01/08/2022,TELSTRA,,-4.8633,,-149.18644,WDL
999-999,999993,01/08/2022,game,,-5.5796,,-144.32314,WDL
999-999,999993,25/07/2022,car,,-5.0141,,-138.74354,WDL
999-999,999993,25/07/2022,rent,,-6.9330300000000005,,-133.72944,WDL
999-999,999993,25/07/2022,electricity,,-6.107399999999999,,-126.79641000000001,WDL
999-999,999993,25/07/2022,internet,,-6.8614,,-120.68901,WDL
999-999,999993,25/07/2022,food,,-4.95378,,-113.82761,WDL
999-999,999993,25/07/2022,TRAVEL,,-6.40146,,-108.87383000000001,WDL
999-999,999993,25/07/2022,Amart,,-17.1535,,-102.47237000000001,WDL
999-999,999993,22/07/2022,food,,-4.77282,,-85.31887,WDL
999-999,999993,19/07/2022,internet,,-1.6588,,-80.54605000000001,WDL
999-999,999993,19/07/2022,laptop,,-10.593700000000002,,-78.88725,WDL
999-999,999993,18/07/2022,rent,,-9.048,,-68.29355000000001,WDL
999-999,999993,18/07/2022,tax,,-8.294,,-59.24555,WDL
999-999,999993,18/07/2022,rent,,-31.347550000000005,,-50.951550000000005,WDL
999-999,999993,11/07/2022,car,,-16.965,,-19.604,WDL
999-999,999993,11/07/2022,paypal,,-2.639,,-2.639,WDL
999-999,999993,06/07/2022,TELSTRA,,,306.13154,0,DEP
999-999,999993,04/07/2022,Amart,,-58.35582999999999,,-306.13154,WDL
999-999,999993,04/07/2022,electricity,,-16.9273,,-247.77571,WDL
999-999,999993,04/07/2022,transfer,,-19.54745,,-230.84841,WDL
999-999,999993,04/07/2022,birthday,,-5.38356,,-211.30096,WDL
999-999,999993,01/07/2022,alcohol,,-7.351500000000001,,-205.91740000000004,WDL
999-999,999993,01/07/2022,alcohol,,-2.5636,,-198.5659,WDL
999-999,999993,01/07/2022,investment,,-2.4128000000000003,,-196.0023,WDL
999-999,999993,01/07/2022,paypal,,-21.24395,,-193.5895,WDL
999-999,999993,28/06/2022,investment,,-2.2996999999999996,,-172.34554999999997,WDL
999-999,999993,27/06/2022,game,,-9.3119,,-170.04585,WDL
999-999,999993,21/06/2022,birthday,,-4.4863,,-160.73395000000002,WDL
999-999,999993,20/06/2022,payoff,,-11.2723,,-156.24765,WDL
999-999,999993,20/06/2022,paypal,,-7.54,,-144.97535,WDL
999-999,999993,20/06/2022,electricity,,-8.8595,,-137.43535,WDL
999-999,999993,20/06/2022,internet,,-7.7284999999999995,,-128.57585,WDL
999-999,999993,17/06/2022,TRAVEL,,-43.554809999999996,,-120.84735,WDL
999-999,999993,14/06/2022,BARBER,,-5.08573,,-77.29254,WDL
999-999,999993,13/06/2022,car,,-8.671000000000001,,-72.20681,WDL
999-999,999993,13/06/2022,food,,-10.7445,,-63.53581,WDL
999-999,999993,07/06/2022,tax,,-4.70873,,-52.79131,WDL
999-999,999993,07/06/2022,salary,,-48.08258,,-48.08258,WDL
999-999,999993,02/06/2022,alcohol,,,497.37233,0,DEP
999-999,999993,31/05/2022,Amart,,-7.54,,-497.37233,WDL
999-999,999993,31/05/2022,BARBER,,-8.671000000000001,,-489.83233,WDL
999-999,999993,31/05/2022,TYPO,,-2.8275,,-481.16132999999996,WDL
999-999,999993,31/05/2022,INTEREST,,-5.71155,,-478.33383,WDL
999-999,999993,31/05/2022,TRAVEL,,-1.34212,,-472.62228000000005,WDL
999-999,999993,30/05/2022,food,,-30.16,,-471.28016,WDL
999-999,999993,30/05/2022,payoff,,-2.05465,,-441.12016,WDL
999-999,999993,30/05/2022,paypal,,-9.424999999999999,,-439.06551,WDL
999-999,999993,30/05/2022,BARBER,,-9.424999999999999,,-429.64051,WDL
999-999,999993,25/05/2022,TELSTRA,,-154.26839999999999,,-420.21551,WDL
999-999,999993,24/05/2022,payoff,,-12.795379999999998,,-265.94711,WDL
999-999,999993,24/05/2022,rent,,-9.048,,-253.15173,WDL
999-999,999993,24/05/2022,game,,-3.07255,,-244.10373,WDL
999-999,999993,18/05/2022,rent,,-16.965,,-241.03118000000003,WDL
999-999,999993,18/05/2022,electricity,,-59.54338,,-224.06618,WDL
999-999,999993,18/05/2022,INTEREST,,-6.2959,,-164.5228,WDL
999-999,999993,18/05/2022,food,,-27.13646,,-158.2269,WDL
999-999,999993,17/05/2022,tax,,-43.3927,,-131.09044,WDL
999-999,999993,16/05/2022,investment,,-23.747230000000002,,-87.69774,WDL
999-999,999993,16/05/2022,tax,,-23.92065,,-63.950509999999994,WDL
999-999,999993,16/05/2022,IOD,,-33.341879999999996,,-40.029860000000006,WDL
999-999,999993,11/05/2022,TYPO,,-1.60225,,-6.68798,WDL
999-999,999993,10/05/2022,payoff,,-1.131,,-5.08573,WDL
999-999,999993,10/05/2022,investment,,-0.9425,,-3.95473,WDL
999-999,999993,05/05/2022,TYPO,,-12.139400000000002,,-3.0122299999999997,WDL
999-999,999993,05/05/2022,birthday,,-105.14529999999999,,9.127170000000001,WDL
999-999,999993,05/05/2022,TRAVEL,,-4.88215,,114.27247000000001,WDL
999-999,999993,05/05/2022,Amart,,-3.38923,,119.15462,WDL
999-999,999993,04/05/2022,IOD,,,522.1073,122.54385,DEP
999-999,999993,04/05/2022,IOD,,-5.40618,,-399.56344999999993,WDL
999-999,999993,04/05/2022,alcohol,,-7.272329999999999,,-394.15727,WDL
999-999,999993,03/05/2022,payoff,,-7.1177600000000005,,-386.88494000000003,WDL
999-999,999993,03/05/2022,salary,,-42.815889999999996,,-379.76718000000005,WDL
999-999,999993,02/05/2022,fuel,,-32.3466,,-336.95129,WDL
999-999,999993,27/04/2022,internet,,-7.917,,-304.60469,WDL
999-999,999993,27/04/2022,food,,-3.1291,,-296.68769,WDL
999-999,999993,27/04/2022,rent,,-3.7323000000000004,,-293.55859,WDL
999-999,999993,27/04/2022,electricity,,-15.08,,-289.82629,WDL
999-999,999993,27/04/2022,fuel,,-60.24083,,-274.74629,WDL
999-999,999993,26/04/2022,IOD,,-18.680349999999997,,-214.50546,WDL
999-999,999993,21/04/2022,salary,,-7.163,,-195.82510999999997,WDL
999-999,999993,21/04/2022,TELSTRA,,-7.163,,-188.66211,WDL
999-999,999993,21/04/2022,INTEREST,,-17.719,,-181.49911,WDL
999-999,999993,21/04/2022,TRAVEL,,-36.36542,,-163.78011,WDL
999-999,999993,20/04/2022,laptop,,-30.15246,,-127.41469000000001,WDL
999-999,999993,19/04/2022,paypal,,-1.9264700000000003,,-97.26223000000002,WDL
999-999,999993,19/04/2022,INTEREST,,-29.779229999999995,,-95.33576000000001,WDL
999-999,999993,19/04/2022,TELSTRA,,-4.69365,,-65.55653,WDL
999-999,999993,19/04/2022,transfer,,-5.4288,,-60.862880000000004,WDL
999-999,999993,13/04/2022,Repay,,-25.1836,,-55.434079999999994,WDL
999-999,999993,12/04/2022,TYPO,,-0.47125,,-30.25048,WDL
999-999,999993,11/04/2022,car,,-29.779229999999995,,-29.779229999999995,WDL
999-999,999993,06/04/2022,tax,,,1306.7536300000002,0,DEP
999-999,999993,06/04/2022,INTEREST,,-15.08,,-1306.7536300000002,WDL
999-999,999993,05/04/2022,transfer,,-5.843500000000001,,-1291.67363,WDL
999-999,999993,05/04/2022,transfer,,-5.0895,,-1285.83013,WDL
999-999,999993,05/04/2022,investment,,-12.98765,,-1280.74063,WDL
999-999,999993,04/04/2022,birthday,,-41.013830000000006,,-1267.75298,WDL
999-999,999993,04/04/2022,alcohol,,-4.147,,-1226.7391499999999,WDL
999-999,999993,04/04/2022,food,,-15.834,,-1222.59215,WDL
999-999,999993,04/04/2022,tax,,-10.179,,-1206.75815,WDL
999-999,999993,04/04/2022,IOD,,-3.393,,-1196.57915,WDL
999-999,999993,04/04/2022,laptop,,-4.901,,-1193.1861499999998,WDL
999-999,999993,31/03/2022,salary,,-16.965,,-1188.28515,WDL
999-999,999993,28/03/2022,game,,-13.553150000000002,,-1171.32015,WDL
999-999,999993,28/03/2022,electricity,,-6.974500000000001,,-1157.767,WDL
999-999,999993,25/03/2022,birthday,,-1.37982,,-1150.7925,WDL
999-999,999993,24/03/2022,TRAVEL,,-8.85196,,-1149.4126800000001,WDL
999-999,999993,24/03/2022,salary,,-13.191230000000001,,-1140.56072,WDL
999-999,999993,24/03/2022,movie,,-15.77745,,-1127.36949,WDL
999-999,999993,22/03/2022,investment,,-6.974500000000001,,-1111.59204,WDL
999-999,999993,22/03/2022,payoff,,-3.016,,-1104.61754,WDL
999-999,999993,22/03/2022,salary,,-6.107399999999999,,-1101.6015399999999,WDL
999-999,999993,22/03/2022,fuel,,-15.20064,,-1095.49414,WDL
999-999,999993,22/03/2022,investment,,-8.15074,,-1080.2935,WDL
999-999,999993,22/03/2022,INTEREST,,-6.72568,,-1072.14276,WDL
999-999,999993,21/03/2022,paypal,,-21.112,,-1065.41708,WDL
999-999,999993,21/03/2022,TYPO,,-7.064979999999999,,-1044.30508,WDL
999-999,999993,16/03/2022,Amart,,-13.911299999999999,,-1037.2401,WDL
999-999,999993,15/03/2022,TYPO,,-0.47125,,-1023.3288,WDL
999-999,999993,15/03/2022,transfer,,-0.09425,,-1022.8575500000001,WDL
999-999,999993,15/03/2022,paypal,,-6.84632,,-1022.7633000000001,WDL
999-999,999993,15/03/2022,TELSTRA,,-23.211890000000004,,-1015.91698,WDL
999-999,999993,14/03/2022,payoff,,-14.99706,,-992.70509,WDL
999-999,999993,14/03/2022,movie,,-37.699999999999996,,-977.7080299999999,WDL
999-999,999993,14/03/2022,Amart,,-11.31,,-940.00803,WDL
999-999,999993,14/03/2022,TELSTRA,,-9.1234,,-928.69803,WDL
999-999,999993,09/03/2022,TELSTRA,,-4.3732,,-919.5746300000001,WDL
999-999,999993,09/03/2022,electricity,,-0.35814999999999997,,-915.20143,WDL
999-999,999993,08/03/2022,INTEREST,,-3.8831,,-914.8432799999999,WDL
999-999,999993,08/03/2022,birthday,,-7.5324599999999995,,-910.96018,WDL
999-999,999993,08/03/2022,laptop,,-712.153,,-903.4277200000001,WDL
999-999,999993,08/03/2022,TRAVEL,,-14.68792,,-191.27472,WDL
999-999,999993,08/03/2022,Amart,,-5.4665,,-176.58679999999998,WDL
999-999,999993,07/03/2022,fuel,,,2.9783000000000004,-171.1203,DEP
999-999,999993,07/03/2022,TELSTRA,,-31.807490000000005,,-174.0986,WDL
999-999,999993,07/03/2022,food,,-13.029120000000002,,-142.29111,WDL
999-999,999993,07/03/2022,BARBER,,-49.387,,-129.26199,WDL
999-999,999993,07/03/2022,TRAVEL,,-7.0310500000000005,,-79.87499000000001,WDL
999-999,999993,07/03/2022,rent,,-39.57369,,-72.84394,WDL
999-999,999993,07/03/2022,movie,,-8.4825,,-33.27025,WDL
999-999,999993,07/03/2022,internet,,-5.3760200000000005,,-24.78775,WDL
999-999,999993,07/03/2022,tax,,-2.9406,,-19.411730000000002,WDL
999-999,999993,07/03/2022,rent,,-16.47113,,-16.47113,WDL
999-999,999993,03/03/2022,car,,,704.6393899999999,0,DEP
999-999,999993,03/03/2022,TELSTRA,,-15.08,,-704.6393899999999,WDL
999-999,999993,02/03/2022,fuel,,-1.3949,,-689.55939,WDL
999-999,999993,01/03/2022,tax,,-2.6616199999999997,,-688.16449,WDL
999-999,999993,01/03/2022,tax,,-2.0358,,-685.50287,WDL
999-999,999993,01/03/2022,food,,-10.75958,,-683.46707,WDL
999-999,999993,28/02/2022,laptop,,-9.048,,-672.70749,WDL
999-999,999993,28/02/2022,tax,,-13.0065,,-663.6594899999999,WDL
999-999,999993,28/02/2022,IOD,,-5.31193,,-650.6529899999999,WDL
999-999,999993,28/02/2022,TRAVEL,,-6.032,,-645.34106,WDL
999-999,999993,28/02/2022,salary,,-28.9159,,-639.30906,WDL
999-999,999993,28/02/2022,TYPO,,-49.66221,,-610.39316,WDL
999-999,999993,28/02/2022,transfer,,-7.5324599999999995,,-560.73095,WDL
999-999,999993,28/02/2022,TELSTRA,,-2.63523,,-553.19849,WDL
999-999,999993,24/02/2022,IOD,,-5.164899999999999,,-550.5632600000001,WDL
999-999,999993,23/02/2022,transfer,,-214.51299999999998,,-545.39836,WDL
999-999,999993,23/02/2022,fuel,,-71.3284,,-330.88536,WDL
999-999,999993,21/02/2022,BARBER,,-16.211,,-259.55696,WDL
999-999,999993,21/02/2022,game,,-28.652,,-243.34596000000002,WDL
999-999,999993,21/02/2022,IOD,,-6.5598,,-214.69396000000003,WDL
999-999,999993,21/02/2022,salary,,-58.435,,-208.13416,WDL
999-999,999993,21/02/2022,tax,,-9.048,,-149.69915999999998,WDL
999-999,999993,21/02/2022,IOD,,-20.0187,,-140.65116,WDL
999-999,999993,21/02/2022,TYPO,,-16.588,,-120.63246,WDL
999-999,999993,21/02/2022,food,,-86.69869,,-104.04446,WDL
999-999,999993,21/02/2022,alcohol,,-11.87927,,-17.345769999999998,WDL
999-999,999993,21/02/2022,TRAVEL,,-5.4665,,-5.4665,WDL
999-999,999993,16/02/2022,investment,,-658.60392,,0,WDL
999-999,999993,15/02/2022,transfer,,,850.39136,658.60392,DEP
999-999,999993,15/02/2022,paypal,,-26.284440000000004,,-191.78744,WDL
999-999,999993,15/02/2022,alcohol,,-7.9132299999999995,,-165.503,WDL
999-999,999993,14/02/2022,birthday,,-1.508,,-157.58977000000002,WDL
999-999,999993,14/02/2022,Amart,,,106.77771000000001,-156.08177,DEP
999-999,999993,14/02/2022,movie,,-163.995,,-262.85947999999996,WDL
999-999,999993,14/02/2022,IOD,,-16.0225,,-98.86448,WDL
999-999,999993,14/02/2022,car,,-47.313500000000005,,-82.84198,WDL
999-999,999993,14/02/2022,birthday,,-23.33253,,-35.528479999999995,WDL
999-999,999993,11/02/2022,INTEREST,,-12.195950000000002,,-12.195950000000002,WDL
